isin,Symbol,market,Name,Sector,Industry,IndustryCode
US6544051096,NMTR,NASDAQ,9 Meters Biopharma Inc,,생명과학 및 메디컬 리서치,562020
US75644T1007,RCAT,NASDAQ,Red Cat Holdings Inc,,우주항공 및 국방,521010
US0390142042,RKDA,NASDAQ,Arcadia Biosciences Inc,,화학,511010
KYG4236L1124,GFAI,NASDAQ,Guardforce AI Co Ltd,,전문 및 상업 서비스,522030
CAC009481069,AGRI,NASDAQ,AgriFORCE Growing Systems Ltd,,제약,562010
US4831042043,KAVL,NASDAQ,Kaival Brands Innovations Group Inc,,식품 및 약품소매,543010
US70614W1009,PTON,NASDAQ,Peloton Interactive Inc Class A,,레저 상품,532050
US83548F2002,SONM,NASDAQ,Sonim Technologies Inc,,커뮤니케이션 및 네트워킹,571020
US54303L1044,LGVN,NASDAQ,Longeveron Inc Class A,,생명과학 및 메디컬 리서치,562020
US98986X1090,ZYNE,NASDAQ,Zynerba Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US25400Q1058,DWAC,NASDAQ,Digital World Acquisition Corp Class A,,기타 금융업,556010
US2826443010,EKSO,NASDAQ,Ekso Bionics Holdings Inc,,헬스케어 장비 및 용품,561010
US03635R1077,ANPC,NASDAQ,AnPac Bio-Medical Science Co Ltd ADR,,생명과학 및 메디컬 리서치,562020
CA10778Y3023,BCTX,NASDAQ,Briacell Therapeutics Corp,,생명과학 및 메디컬 리서치,562020
US26745T1016,DYAI,NASDAQ,Dyadic International Inc,,생명과학 및 메디컬 리서치,562020
US37229T3014,GNUS,NASDAQ,Genius Brands International Inc,,미디어 및 출판,533020
SGXZ34583559,GNS,AMEX,Genius Group Ltd,,교육서비스,631010
US2312692005,CRIS,NASDAQ,Curis Inc,,생명과학 및 메디컬 리서치,562020
KYG851581069,STNE,NASDAQ,StoneCo Ltd Class A,,핀테크,573010
US8269171067,SIGA,NASDAQ,SIGA Technologies Inc,,제약,562010
US14888D2080,CBIO,NASDAQ,Catalyst Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US44967K1043,BACK,NASDAQ,IMAC Holdings Inc,,헬스케어 업체 및 서비스,561020
US02927U2087,AREC,NASDAQ,American Resources Corp Class A,,"건설장비 및 대형차, 기차, 배",521020
US16934W1062,CMRX,NASDAQ,Chimerix Inc,,생명과학 및 메디컬 리서치,562020
US13803R1023,GOEV,NASDAQ,Canoo Inc Class A,,자동차 및 자동차 부품,531010
US7238363003,PPSI,NASDAQ,Pioneer Power Solutions Inc,,"건설장비 및 대형차, 기차, 배",521020
US92859E1082,VVOS,NASDAQ,Vivos Therapeutics Inc,,헬스케어 장비 및 용품,561010
US36467W1099,GME,NYSE,GameStop Corp Class A,,전문품 상점,534030
KYG3302D1034,FGI,NASDAQ,FGI Industries Ltd,,전문품 상점,534030
KYG6096M1069,APM,NASDAQ,Aptorum Group Ltd Class A,,제약,562010
US83406F1021,SOFI,NASDAQ,SoFi Technologies Inc,,은행,551010
US09606H1014,BSFC,NASDAQ,Blue Star Foods Corp,,식품 및 담배,541020
US1628281073,CKPT,NASDAQ,Checkpoint Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US67086U3077,OLB,NASDAQ,OLB Group Inc,,소프트웨어 및 IT서비스,572010
US05759B1070,BKKT,NYSE,Bakkt Holdings Inc Class A,,핀테크,573010
US54142F1021,LOGC,NASDAQ,LogicBio Therapeutics Inc,,제약,562010
IL0011789042,MTEK,NASDAQ,Maris Tech Ltd,,커뮤니케이션 및 네트워킹,571020
US0675322004,BRFH,NASDAQ,Barfresh Food Group Inc,,음료,541010
US4448632038,HGEN,NASDAQ,Humanigen Inc,,제약,562010
US18978H1023,CNSP,NASDAQ,CNS Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US98973P1012,TCRT,NASDAQ,Alaunos Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US69764K1060,PALT,NASDAQ,Paltalk Inc,,소프트웨어 및 IT서비스,572010
AU000000ITL3,IMTE,NASDAQ,Integrated Media Technology Ltd,,전자 장비 및 부품,571040
IL0011415309,BNRG,NASDAQ,Brenmiller Energy Ltd,,재생에너지,502010
US14817C1071,SAVA,NASDAQ,Cassava Sciences Inc,,생명과학 및 메디컬 리서치,562020
US69012T2069,OTLK,NASDAQ,Outlook Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US91531W1062,TIGR,NASDAQ,UP Fintech Holding Ltd ADR Class A,,투자은행 및 서비스,551020
BSP733981026,NYMX,NASDAQ,Nymox Pharmaceutical Corp,,생명과학 및 메디컬 리서치,562020
US13200M5085,CEI,AMEX,Camber Energy Inc,,오일 및 가스,501020
US49382L1089,PIK,NASDAQ,Kidpik Corp,,전문품 상점,534030
US45333L1061,IXHL,NASDAQ,Incannex Healthcare Ltd ADR,,제약,562010
US9273301005,BBIG,NASDAQ,Vinco Ventures Inc,,미디어 및 출판,533020
US91822M1062,VEON,NASDAQ,VEON Ltd ADR,,통신 서비스,574010
IL0010951403,SPRC,NASDAQ,Scisparc Ltd,,제약,562010
IL0011809592,NRSN,NASDAQ,Neurosense Therapeutics Ltd,,생명과학 및 메디컬 리서치,562020
US4327051011,HILS,NASDAQ,Hillstream BioPharma Inc,,생명과학 및 메디컬 리서치,562020
MHY3894J1047,IMPP,NASDAQ,Imperial Petroleum Inc,,재생에너지,502010
CA83013Q5095,SYTA,NASDAQ,Siyata Mobile Inc,,"컴퓨터, 전화 및 가전제품",571060
US0051111096,AFIB,NASDAQ,Acutus Medical Inc,,헬스케어 장비 및 용품,561010
KYG9897X1079,ZCMD,NASDAQ,Zhongchao Inc Class A,,비즈니스교육,631030
US4831191030,KALA,NASDAQ,Kala Pharmaceuticals Inc,,제약,562010
US49907V1026,KSCP,NASDAQ,Knightscope Inc Class A,,"건설장비 및 대형차, 기차, 배",521020
US00847L2097,AGRX,NASDAQ,Agile Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US00165C1045,AMC,NYSE,AMC Entertainment Holdings Inc Class A,,호텔 및 엔터테인먼트,533010
US22530J2006,CREX,NASDAQ,Creative Realities Inc,,소프트웨어 및 IT서비스,572010
US55328R1095,MICT,NASDAQ,MICT Inc,,우주항공 및 국방,521010
US82452T1079,SFT,NASDAQ,Shift Technologies Inc Class A,,전문품 상점,534030
JP3436100006,SFT,NASDAQ,Shift Technologies Inc Class A,,전문품 상점,534030
US91680M1071,UPST,NASDAQ,Upstart Holdings Inc,,은행,551010
US92918V1098,VRM,NASDAQ,Vroom Inc,,소프트웨어 및 IT서비스,572010
US64131A1051,STIM,NASDAQ,Neuronetics Inc,,헬스케어 장비 및 용품,561010
US64131A1051,NRC,NASDAQ,National Research Corp,,전문 및 상업 서비스,522030
US29970R1059,EVAX,NASDAQ,Evaxion Biotech A/S ADR,,생명과학 및 메디컬 리서치,562020
US45791E1073,ISPO,NASDAQ,Inspirato Inc Class A,,호텔 및 엔터테인먼트,533010
US0396971071,ARDX,NASDAQ,Ardelyx Inc,,생명과학 및 메디컬 리서치,562020
CA87261Y1060,TMC,NASDAQ,TMC the metals company Inc,,메탈&마이닝,512010
US6963891055,PALI,NASDAQ,Palisade Bio Inc,,생명과학 및 메디컬 리서치,562020
US0758961009,BBBY,NASDAQ,Bed Bath & Beyond Inc,,전문품 상점,534030
US0758961009,BBY,S&P500,Best Buy,Consumer Discretionary,Computer & Electronics Retail,
US0758961009,BBY,NYSE,Best Buy Co Inc,,전문품 상점,534030
US86887P2002,CEAD,NASDAQ,CEA Industries Inc,,"건설장비 및 대형차, 기차, 배",521020
CA00971M1068,AKAN,NASDAQ,Akanda Corp,,제약,562010
US71948P1003,PHUN,NASDAQ,Phunware Inc,,소프트웨어 및 IT서비스,572010
US23306J1016,DBVT,NASDAQ,Dbv Technologies SA ADR,,제약,562010
US85789A1051,MITO,NASDAQ,Stealth BioTherapeutics Corp ADR,,생명과학 및 메디컬 리서치,562020
US42240Q1040,HTCR,NASDAQ,HeartCore Enterprises Inc,,소프트웨어 및 IT서비스,572010
VGG1144D1096,BTB,NASDAQ,Bit Brother Ltd Class A,,식품 및 약품소매,543010
US65344G1022,NXTP,NASDAQ,Nextplay Technologies Inc,,소프트웨어 및 IT서비스,572010
US13471N2018,CANF,AMEX,Can Fite Biopharma Ltd ADR,,제약,562010
US00972D1054,AKBA,NASDAQ,Akebia Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US2075231017,CNTB,NASDAQ,Connect Biopharma Holdings Ltd ADR,,생명과학 및 메디컬 리서치,562020
US89977P1066,TOUR,NASDAQ,Tuniu Corp ADR Class A,,호텔 및 엔터테인먼트,533010
US42238H1086,BEAT,NASDAQ,Heartbeam Inc,,소프트웨어 및 IT서비스,572010
US9616842061,WWR,AMEX,Westwater Resources Inc,,메탈&마이닝,512010
NL0015000N74,SEV,NASDAQ,Sono Group NV,,자동차 및 자동차 부품,531010
US0518571007,JG,NASDAQ,Aurora Mobile Ltd ADR,,소프트웨어 및 IT서비스,572010
US6412558073,NURO,NASDAQ,NeuroMetrix Inc,,헬스케어 장비 및 용품,561010
US23816M1071,DATS,NASDAQ,DatChat Inc,,소프트웨어 및 IT서비스,572010
US98741L1017,TKLF,NASDAQ,Yoshitsu Co Ltd ADR,,식품 및 약품소매,543010
US00507V1098,ATVI,S&P500,Activision Blizzard,Communication Services,Interactive Home Entertainment,
US00507V1098,ATVI,NASDAQ,Activision Blizzard Inc,,소프트웨어 및 IT서비스,572010
US09609G1004,BLUE,NASDAQ,bluebird bio Inc,,생명과학 및 메디컬 리서치,562020
US09609G1004,BLE,NYSE,BlackRock Municipal Income II Closed Fund,,다양한 금융서비스,555010
US5894921072,MREO,NASDAQ,Mereo Biopharma Group PLC ADR,,생명과학 및 메디컬 리서치,562020
US48669G1058,KZIA,NASDAQ,Kazia Therapeutics Ltd ADR,,생명과학 및 메디컬 리서치,562020
US60743F5089,MOBQ,NASDAQ,Mobiquity Technologies Inc,,미디어 및 출판,533020
US00788A1051,ADN,NASDAQ,Advent Technologies Holdings Inc Class A,,재생에너지,502010
VGG6483G1000,NEGG,NASDAQ,Newegg Commerce Inc,,소프트웨어 및 IT서비스,572010
US8677814035,SBFM,NASDAQ,Sunshine Biopharma Inc,,제약,562010
US87807D1037,TCBP,NASDAQ,TC BioPharm Ltd ADR,,생명과학 및 메디컬 리서치,562020
US88688T1007,TLRY,NASDAQ,Tilray Brands Inc,,제약,562010
US0198181036,ALVR,NASDAQ,Allovir Inc,,생명과학 및 메디컬 리서치,562020
CA45257F2008,IPA,NASDAQ,Immunoprecise Antibodies Ltd,,제약,562010
US88105P1030,LLAP,NYSE,Terran Orbital Corp,,우주항공 및 국방,521010
US7995661045,SANA,NASDAQ,Sana Biotechnology Inc,,생명과학 및 메디컬 리서치,562020
US8177631053,SESN,NASDAQ,Sesen Bio Inc,,생명과학 및 메디컬 리서치,562020
US29415C1018,EOSE,NASDAQ,Eos Energy Enterprises Inc Class A,,"건설장비 및 대형차, 기차, 배",521020
US04685N1037,ATNX,NASDAQ,Athenex Inc,,생명과학 및 메디컬 리서치,562020
US15672X1028,CISO,NASDAQ,Cerberus Cyber Sentinel Corp,,소프트웨어 및 IT서비스,572010
GB00BYW6GV68,GSM,NASDAQ,Ferroglobe PLC,,메탈&마이닝,512010
US76674Q1076,RMNI,NASDAQ,Rimini Street Inc,,소프트웨어 및 IT서비스,572010
US62464R1095,MITQ,AMEX,Moving Image Technologies Inc,,"컴퓨터, 전화 및 가전제품",571060
US7707001027,HOOD,NASDAQ,Robinhood Markets Inc Class A,,핀테크,573010
VGG8675X1235,TANH,NASDAQ,Tantech Holdings Ltd,,"개인, 가정 용품 및 서비스",542010
US98872L1026,YMTX,NASDAQ,Yumanity Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US23257B1070,CYN,NASDAQ,CYNGN Inc,,소프트웨어 및 IT서비스,572010
US83304A1060,SNAP,NYSE,Snap Inc Class A,,소프트웨어 및 IT서비스,572010
US74006W1080,PRAX,NASDAQ,Praxis Precision Medicines Inc,,생명과학 및 메디컬 리서치,562020
US92023M1018,VLON,NASDAQ,Vallon Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US2057503003,LODE,AMEX,Comstock Inc,,재생에너지,502010
US2057503003,GSP,HOSE,International Gas Product Shipping JSC,,오일 및 가스 장비 및 서비스,501030
US47089W1045,JAN,NASDAQ,Janone Inc,,생명과학 및 메디컬 리서치,562020
US7477981069,QD,NYSE,Qudian Inc ADR Class A,,핀테크,573010
US6475812060,EDU,NYSE,New Oriental Education & Technology Group Inc ADR,,교육서비스,631010
US09523Q2003,APRN,NYSE,Blue Apron Holdings Inc Class A,,식품 및 담배,541020
US3455231049,FRSX,NASDAQ,Foresight Autonomous Holdings Ltd ADR,,소프트웨어 및 IT서비스,572010
US5537451008,MSPR,NASDAQ,MSP Recovery Inc Class A,,보험,553010
US15673X1019,CPTN,NASDAQ,Cepton Inc,,전자 장비 및 부품,571040
AU0000205205,DCFC,NASDAQ,Tritium Dcfc Ltd,,"건설장비 및 대형차, 기차, 배",521020
CA30069C8016,EXN,AMEX,Excellon Resources Inc,,메탈&마이닝,512010
US57403M1045,MGLD,AMEX,Marygold Companies Inc,,투자은행 및 서비스,551020
CA26142Q2053,DPRO,NASDAQ,Draganfly Inc,,우주항공 및 국방,521010
US83370P1021,SOPA,NASDAQ,Society Pass Inc,,소프트웨어 및 IT서비스,572010
US88080T1043,WULF,NASDAQ,Terawulf Inc,,핀테크,573010
US69924M1099,PZG,AMEX,Paramount Gold Nevada Corp,,메탈&마이닝,512010
BMG0360L1000,CYTO,NASDAQ,Altamira Therapeutics Ltd,,생명과학 및 메디컬 리서치,562020
US92852R4039,VIVK,NASDAQ,Vivakor Inc,,전문 및 상업 서비스,522030
CA1867601041,CLVR,NASDAQ,Clever Leaves Holdings Inc,,제약,562010
US02155X1063,ATHE,NASDAQ,Alterity Therapeutics Ltd ADR,,생명과학 및 메디컬 리서치,562020
US81367P1012,SECO,NASDAQ,Secoo Holding Ltd ADR,,소프트웨어 및 IT서비스,572010
US70465T1079,PDSB,NASDAQ,PDS Biotechnology Corp,,생명과학 및 메디컬 리서치,562020
US7602731025,RPTX,NASDAQ,Repare Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
KYG720071003,PBTS,NASDAQ,Powerbridge Technologies Co Ltd,,소프트웨어 및 IT서비스,572010
US09175M1018,NILE,AMEX,Bitnile Holdings Inc,,핀테크,573010
US8116991071,SEAC,NASDAQ,SeaChange International Inc,,소프트웨어 및 IT서비스,572010
IL0010832371,CYRN,NASDAQ,Cyren Ltd,,소프트웨어 및 IT서비스,572010
US46264C2061,AUID,NASDAQ,Authid Inc,,소프트웨어 및 IT서비스,572010
US46264C2061,AUID,NASDAQ,Authid Inc,,소프트웨어 및 IT서비스,572010
KYG9411M1087,UTME,NASDAQ,Utime Ltd,,"컴퓨터, 전화 및 가전제품",571060
US8091711015,SCPS,NASDAQ,Scopus Biopharma Inc,,생명과학 및 메디컬 리서치,562020
US29358Y2019,ENSV,AMEX,Enservco Corp,,오일 및 가스 장비 및 서비스,501030
US58406B1035,MDVL,NASDAQ,MedAvail Holdings Inc,,"건설장비 및 대형차, 기차, 배",521020
US71880W3034,PHIO,NASDAQ,Phio Pharmaceuticals Corp,,생명과학 및 메디컬 리서치,562020
US12529R1077,CCCC,NASDAQ,C4 Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US00180G1067,AMTD,NYSE,AMTD IDEA Group ADR,,투자은행 및 서비스,551020
US67577C1053,OCGN,NASDAQ,Ocugen Inc,,생명과학 및 메디컬 리서치,562020
US08205P1003,BNTC,NASDAQ,Benitec Biopharma Inc,,생명과학 및 메디컬 리서치,562020
US92942V1098,VYNT,NASDAQ,Vyant Bio Inc,,생명과학 및 메디컬 리서치,562020
US63008J1088,NAOV,NASDAQ,Nanovibronix Inc,,헬스케어 장비 및 용품,561010
US88066N1054,TNON,NASDAQ,Tenon Medical Inc,,헬스케어 장비 및 용품,561010
KYG2161Y1098,CLEU,NASDAQ,China Liberal Education Holdings Ltd,,교육서비스,631010
US0557MQ2066,BTBD,NASDAQ,Bt Brands Inc,,호텔 및 엔터테인먼트,533010
US1031741085,BOXD,NYSE,Boxed Inc,,다양한 소매업,534020
US62857J2015,MYO,AMEX,Myomo Inc,,헬스케어 장비 및 용품,561010
US12430A1025,BZFD,NASDAQ,BuzzFeed Inc Class A,,소프트웨어 및 IT서비스,572010
US68236P1075,ONCT,NASDAQ,Oncternal Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US64130M2098,NMTC,NASDAQ,Neuroone Medical Technologies Corp,,헬스케어 장비 및 용품,561010
US42328V6039,HSDT,NASDAQ,Helius Medical Technologies Inc Class A,,헬스케어 장비 및 용품,561010
US5504241051,LAZR,NASDAQ,Luminar Technologies Inc Class A,,자동차 및 자동차 부품,531010
US9183851057,VTVT,NASDAQ,vTv Therapeutics Inc Class A,,생명과학 및 메디컬 리서치,562020
CA3397641026,FLGC,NASDAQ,Flora Growth Corp,,헬스케어 업체 및 서비스,561020
US30049G2030,EVOK,NASDAQ,Evoke Pharma Inc,,제약,562010
US00484M6012,ACOR,NASDAQ,Acorda Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US85513Q1031,STRR,NASDAQ,Star Equity Holdings Inc,,헬스케어 업체 및 서비스,561020
BMG9525W1091,WEJO,NASDAQ,Wejo Group Ltd,,전문 및 상업 서비스,522030
US03828V1052,AUVI,NASDAQ,Applied UV Inc,,"건설장비 및 대형차, 기차, 배",521020
US65487U1088,NKTX,NASDAQ,Nkarta Inc,,생명과학 및 메디컬 리서치,562020
US29604W1080,ERYP,NASDAQ,Erytech Pharma SA ADR,,생명과학 및 메디컬 리서치,562020
US23786R2013,DTST,NASDAQ,Data Storage Corp,,소프트웨어 및 IT서비스,572010
IL0010830961,SPCB,NASDAQ,Supercom Ltd,,소프트웨어 및 IT서비스,572010
US74766W1080,QUBT,NASDAQ,Quantum Computing Inc,,소프트웨어 및 IT서비스,572010
US1508376076,CVM,AMEX,CEL-SCI Corp,,제약,562010
US42309B2043,HLBZ,NASDAQ,Helbiz Inc Class A,,"개인, 가정 용품 및 서비스",542010
US36269B1052,GANX,NASDAQ,Gain Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US00444P1084,ACER,NASDAQ,Acer Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US25401N1019,DBGI,NASDAQ,Digital Brands Group Inc,,전문품 상점,534030
US45408X3089,IGC,AMEX,India Globalization Capital Inc,,전문 및 상업 서비스,522030
US0956331039,BJDX,NASDAQ,Bluejay Diagnostics Inc,,헬스케어 장비 및 용품,561010
CA98985W1023,ZYME,NYSE,Zymeworks Inc,,생명과학 및 메디컬 리서치,562020
US00848K1016,UAVS,AMEX,Ageagle Aerial Systems Inc,,우주항공 및 국방,521010
US09263B1089,BKSY,NYSE,Blacksky Technology Inc Class A,,커뮤니케이션 및 네트워킹,571020
KYG514001026,JZXN,NASDAQ,Jiuzi Holdings Inc,,전문품 상점,534030
IL0011552663,GMDA,NASDAQ,Gamida Cell Ltd,,생명과학 및 메디컬 리서치,562020
MHY6430L1039,OP,NASDAQ,Oceanpal Inc,,화물 및 물류 서비스,524050
IL0011327454,VBLT,NASDAQ,Vascular Biogenics Ltd,,생명과학 및 메디컬 리서치,562020
VGG6593L1067,NISN,NASDAQ,Nisun International Enterprise Development Group Co Ltd Class A,,핀테크,573010
US05337M1045,AVDL,NASDAQ,Avadel Pharmaceuticals PLC ADR,,제약,562010
IL0011745804,INVZ,NASDAQ,Innoviz Technologies Ltd,,반도체 및 반도체 장비,571010
US58471G3002,MDGS,NASDAQ,Medigus Ltd ADR,,헬스케어 장비 및 용품,561010
CA58490H1073,MDNA,NASDAQ,Medicenna Therapeutics Corp,,생명과학 및 메디컬 리서치,562020
US00773J1034,AGLE,NASDAQ,Aeglea Bio Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US74969N1037,RLX,NYSE,RLX Technology Inc ADR Class A,,식품 및 담배,541020
US23254L6039,CYCC,NASDAQ,Cyclacel Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
CA4283043079,HEXO,NASDAQ,Hexo Corp,,제약,562010
US67079U1088,NUTX,NASDAQ,Nutex Health Inc,,헬스케어 장비 및 용품,561010
US62844N2080,MYSZ,NASDAQ,My Size Inc,,소프트웨어 및 IT서비스,572010
US71678J1007,PTPI,NASDAQ,Petros Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US31447E1055,FEMY,NASDAQ,Femasys Inc,,헬스케어 장비 및 용품,561010
US89237H2094,TCON,NASDAQ,TRACON Pharmaceuticals Inc,,제약,562010
BMG889121031,TLSA,NASDAQ,Tiziana Life Sciences Ltd,,생명과학 및 메디컬 리서치,562020
US46583A2042,IVDA,NASDAQ,Iveda Solutions Inc,,통합 하드웨어 및 소프트웨어,571070
US82003F1012,STSS,NASDAQ,Sharps Technology Inc,,헬스케어 장비 및 용품,561010
US63937X2027,NAVB,AMEX,Navidea Biopharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US8342233074,SNGX,NASDAQ,Soligenix Inc,,생명과학 및 메디컬 리서치,562020
US0547548745,AYTU,NASDAQ,Aytu Biopharma Inc,,제약,562010
US71715X2036,PMCB,NASDAQ,PharmaCyte Biotech Inc,,제약,562010
US09060U5074,BCDA,NASDAQ,BioCardia Inc,,생명과학 및 메디컬 리서치,562020
US3736785078,GOVX,NASDAQ,GeoVax Labs Inc,,생명과학 및 메디컬 리서치,562020
CA98400H1029,XBIT,NASDAQ,XBiotech Inc,,생명과학 및 메디컬 리서치,562020
US02262M3088,ALZN,NASDAQ,Alzamend Neuro Inc,,생명과학 및 메디컬 리서치,562020
US67577R1023,OCUP,NASDAQ,Ocuphire Pharma Inc,,제약,562010
US00912N2053,AIRI,AMEX,Air Industries Group,,우주항공 및 국방,521010
US30218B1008,XPON,NASDAQ,Expion360 Inc,,"건설장비 및 대형차, 기차, 배",521020
US78472W1045,SQZ,NYSE,SQZ Biotechnologies Co,,생명과학 및 메디컬 리서치,562020
US2936021086,ENSC,NASDAQ,Ensysce Biosciences Inc,,생명과학 및 메디컬 리서치,562020
US00973W1027,KERN,NASDAQ,Akerna Corp,,소프트웨어 및 IT서비스,572010
US1920031010,DNAY,NASDAQ,Codex DNA Inc,,헬스케어 장비 및 용품,561010
US40145Q4010,GHSI,NASDAQ,Guardion Health Sciences Inc,,제약,562010
VGG870841100,PETZ,NASDAQ,TDH Holdings Inc,,식품 및 담배,541020
US88362L1008,THMO,NASDAQ,Thermogenesis Holdings Inc,,사무기기,571050
US60879E1010,MNTS,NASDAQ,Momentus Inc Class A,,우주항공 및 국방,521010
US95075A1079,HOWL,NASDAQ,Werewolf Therapeutics Inc,,생명과학 및 메디컬 리서치,562020
US92941V2097,VYNE,NASDAQ,Vyne Therapeutics Inc,,제약,562010
US28059P1057,EDBL,NASDAQ,Edible Garden AG Inc,,식품 및 담배,541020
US5393192027,LIXT,NASDAQ,Lixte Biotechnology Holdings Inc,,생명과학 및 메디컬 리서치,562020
US45845P1084,ICPT,NASDAQ,Intercept Pharmaceuticals Inc,,생명과학 및 메디컬 리서치,562020
US76954A1034,RIVN,NASDAQ,Rivian Automotive Inc Class A,,자동차 및 자동차 부품,531010
US21077C1071,WISH,NASDAQ,ContextLogic Inc Class A,,소프트웨어 및 IT서비스,572010
US5949603048,MVIS,NASDAQ,MicroVision Inc,,전자 장비 및 부품,571040
US22266T1097,CPNG,NYSE,Coupang Inc Class A,,다양한 소매업,534020
BMG667211046,NCLH,S&P500,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
BMG667211046,NCLH,NYSE,Norwegian Cruise Line Holdings Ltd,,호텔 및 엔터테인먼트,533010
US6541101050,NKLA,NASDAQ,Nikola Corp,,자동차 및 자동차 부품,531010
US26853E1029,EH,NASDAQ,EHang Holdings Ltd ADR,,우주항공 및 국방,521010
US02376R1023,AAL,S&P500,American Airlines Group,Industrials,Airlines,
US02376R1023,AAL,NASDAQ,American Airlines Group Inc,,운송업,524060
PA1436583006,CCL,S&P500,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
PA1436583006,CCL,NYSE,Carnival Corp,,호텔 및 엔터테인먼트,533010
PA1436583006,CCL,HOSE,Cuu Long Petro Urban Development and Investment Corp,,부동산 운영 관리,601010
US1729674242,CCL,S&P500,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
US1729674242,CCL,NYSE,Carnival Corp,,호텔 및 엔터테인먼트,533010
US1729674242,CCL,HOSE,Cuu Long Petro Urban Development and Investment Corp,,부동산 운영 관리,601010
US2546871060,DIS,S&P500,Disney,Communication Services,Movies & Entertainment,
US2546871060,DIS,NYSE,Walt Disney Co,,미디어 및 출판,533020
US7710491033,RBLX,NYSE,Roblox Corp Class A,,소프트웨어 및 IT서비스,572010
US0378331005,AAPL,S&P500,Apple Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",
US0378331005,AAPL,NASDAQ,Apple Inc,,"컴퓨터, 전화 및 가전제품",571060
US0378331005,APC,HOSE,An Phu Irradiation JSC,,전문 및 상업 서비스,522030
US18914F1030,CLOV,NASDAQ,Clover Health Investments Corp Class A,,헬스케어 장비 및 용품,561010
LR0008862868,RCL,S&P500,Royal Caribbean Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",
LR0008862868,RCL,NYSE,Royal Caribbean Cruises Ltd,,호텔 및 엔터테인먼트,533010
US52567D1072,LMND,NYSE,Lemonade Inc,,보험,553010
US00206R1023,T,S&P500,AT&T,Communication Services,Integrated Telecommunication Services,
US00206R1023,T,NYSE,AT&T Inc,,통신 서비스,574010
CA87971M1032,T,S&P500,AT&T,Communication Services,Integrated Telecommunication Services,
CA87971M1032,T,NYSE,AT&T Inc,,통신 서비스,574010
US00206R1023,TCL,HOSE,Tan Cang Logistics and Stevedoring JSC,,운송 인프라,524070
US2473617023,DAL,S&P500,Delta Air Lines,Industrials,Airlines,
US2473617023,DAL,NYSE,Delta Air Lines Inc,,운송업,524060
US37045V1008,GM,S&P500,General Motors,Consumer Discretionary,Automobile Manufacturers,
US37045V1008,GM,NYSE,General Motors Co,,자동차 및 자동차 부품,531010
US64110L1061,NFLX,S&P500,Netflix,Communication Services,Movies & Entertainment,
US64110L1061,NFLX,NASDAQ,Netflix Inc,,소프트웨어 및 IT서비스,572010
US45258H1068,IMMX,NASDAQ,Immix Biopharma Inc,,생명과학 및 메디컬 리서치,562020
US45765Y2046,ISIG,NASDAQ,Insignia Systems Inc,,미디어 및 출판,533020
US5949181045,MSFT,S&P500,Microsoft,Information Technology,Systems Software,
US5949181045,MSFT,NASDAQ,Microsoft Corp,,소프트웨어 및 IT서비스,572010
US67066G1040,NVDA,S&P500,Nvidia,Information Technology,Semiconductors,
US67066G1040,NVDA,NASDAQ,NVIDIA Corp,,반도체 및 반도체 장비,571010
US70450Y1038,PYPL,S&P500,PayPal,Information Technology,Data Processing & Outsourced Services,
US70450Y1038,PYPL,NASDAQ,PayPal Holdings Inc,,소프트웨어 및 IT서비스,572010
US15961R1059,CHPT,NYSE,ChargePoint Holdings Inc Class A,,전기 유틸리티,591010
US61945C1036,MOS,S&P500,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,
US61945C1036,MOS,NYSE,Mosaic Co,,화학,511010
US5168062058,LPI,NYSE,Laredo Petroleum Inc,,오일 및 가스,501020
US22052L1044,CTVA,S&P500,Corteva,Materials,Fertilizers & Agricultural Chemicals,
US22052L1044,CTVA,NYSE,Corteva Inc,,식품 및 담배,541020
